Title,Poet,Poem,Image
Abou Ben Adhem,Leigh Hunt,"Abou Ben Adhem (may his tribe increase!)
Awoke one night from a deep dream of peace,
And saw, within the moonlight in his room,
Making it rich, and like a lily in bloom,
An angel writing in a book of gold:—
Exceeding peace had made Ben Adhem bold,
And to the presence in the room he said,
""What writest thou?""—The vision raised its head,
And with a look made of all sweet accord,
Answered, ""The names of those who love the Lord.""
""And is mine one?"" said Abou. ""Nay, not so,""
Replied the angel. Abou spoke more low,
But cheerly still; and said, ""I pray thee, then,
Write me as one that loves his fellow men.""",img_92.png
The Glove and the Lions,Leigh Hunt,"King Francis was a hearty king, and loved a royal sport,
And one day as his lions fought, sat looking on the court;
The nobles filled the benches, and the ladies in their pride,
And 'mongst them sat the Count de Lorge, with one for whom he sighed:
And truly 'twas a gallant thing to see that crowning show,
Valour and love, and a king above, and the royal beasts below.

Ramped and roared the lions, with horrid laughing jaws;
They bit, they glared, gave blows like beams, a wind went with their paws;
With wallowing might and stifled roar they rolled on one another;
Till all the pit with sand and mane was in a thunderous smother;
The bloody foam above the bars came whisking through the air;
Said Francis then, ""Faith, gentlemen, we're better here than there.""

De Lorge's love o'erheard the King, a beauteous lively dame
With smiling lips and sharp bright eyes, which always seemed the same;
She thought, the Count my lover is brave as brave can be;
He surely would do wondrous things to show his love of me;
King, ladies, lovers, all look on; the occasion is divine;
I'll drop my glove, to prove his love; great glory will be mine.

She dropped her glove, to prove his love, then looked at him and smiled;
He bowed, and in a moment leaped among the lions wild:
The leap was quick, return was quick, he has regained his place,
Then threw the glove, but not with love, right in the lady's face.
""By God!"" said Francis, ""rightly done!"" and he rose from where he sat:
""No love,"" quoth he, ""but vanity, sets love a task like that.""",img_93.png
Hero and Leander,Leigh Hunt,"On Hellespont, guilty of true love's blood,
In view and opposite two cities stood,
Sea-borderers, disjoin'd by Neptune's might;
The one Abydos, the other Sestos hight.
At Sestos Hero dwelt; Hero the fair,
Whom young Apollo courted for her hair,
And offer'd as a dower his burning throne,
Where she could sit for men to gaze upon.
The outside of her garments were of lawn,
The lining purple silk, with gilt stars drawn;
Her wide sleeves green, and border'd with a grove,
Where Venus in her naked glory strove
To please the careless and disdainful eyes
Of proud Adonis, that before her lies;",img_94.png
Love-Letters Made of Flowers,Leigh Hunt,"An exquisite invention this
Worthy of Love's most honied kiss,
This art of writing billet-doux
In buds, and odours, and bright hues!
Of saying all one feels and thinks
In clever daffodils and pinks;
In puns of tulips; and in phrases,
Charming for their truth, of daisies;
Uttering, as well as silence may,
The sweetest words the sweetest way.
How fit too for the lady's bosom!
The place where billet-doux repose'em.",img_95.png
A Night-Rain in Summer,Leigh Hunt,"Open the window, and let the air
Freshly blow upon face and hair,
And fill the room, as it fills the night,
With the breath of the rain's sweet might.
Hark! the burthen, swift and prone!
And how the odorous limes are blown!
Stormy Love's abroad, and keeps
Hopeful coil for gentle sleeps.

Not a blink shall burn to-night
In my chamber, of sordid light;
Nought will I have, not a window-pane,
'Twixt me and the air and the great good rain,
Which ever shall sing me sharp lullabies;
And God's own darkness shall close mine eyes;
And I will sleep, with all things blest,
In the pure earth-shadow of natural rest.",img_96.png
May and the Poets,Leigh Hunt,"There is May in books forever;
May will part from Spenser never;
May's in Milton, May's in Prior,
May's in Chaucer, Thomson, Dyer;
May's in all the Italian books:—
She has old and modern nooks,
Where she sleeps with nymphs and elves,
In happy places they call shelves,
And will rise and dress your rooms
With a drapery thick with blooms.
Come, ye rains, then if ye will,
May's at home, and with me still;
But come rather, thou, good weather,
And find us in the fields together.",img_97.png
An Angel in the House,Leigh Hunt,"Man must be pleased; but him to please
Is woman's pleasure; down the gulf
Of his condoled necessities
She casts her best, she flings herself.
How often flings for nought, and yokes
Her heart to an icicle or whim,
Whose each impatient word provokes
Another, not from her, but him;
While she, too gentle even to force
His penitence by kind replies,
Waits by, expecting his remorse,
With pardon in her pitying eyes;
And if he once, by shame oppress'd,
A comfortable word confers,
She leans and weeps against his breast,
And seems to think the sin was hers;
And whilst his love has any life,
Or any eye to see her charms,
At any time, she's still his wife,
Dearly devoted to his arms;   
She loves with love that cannot tire;
And when, ah woe, she loves alone,
Through passionate duty love springs higher,
As grass grows taller round a stone.",img_98.png
The Nile,Leigh Hunt,"It flows through old hush'd Ægypt and its sands,
Like some grave mighty thought threading a dream;
And times and things, as in a vision, seem
Keeping along it their eternal stands.--
Caves, pillars, pyramids, the shepherd bands
That roam'd through the young world, the glory extreme
Of high Sesostris, and that southern beam,
The laughing queen that caught the world's great hands.
Then comes a mightier silence, stern and strong,
As of a world left empty of its throng,
And the void weighs on us; and then we wake,
And hear the fruitful stream lapsing long
'Twixt villages, and think how we shall take
Our own calm journey on for human sake. ",img_99.png
To the Grasshopper and the Cricket,Leigh Hunt,"The Poetry of earth is never dead:    
  When all the birds are faint with the hot sun,    
  And hide in cooling trees, a voice will run    
From hedge to hedge about the new-mown mead;    
That is the Grasshopper’s—he takes the lead      
  In summer luxury,—he has never done    
  With his delights; for when tired out with fun    
He rests at ease beneath some pleasant weed.    
The poetry of earth is ceasing never:    
  On a lone winter evening, when the frost     
    Has wrought a silence, from the stove there shrills    
The Cricket’s song, in warmth increasing ever,    
  And seems to one in drowsiness half lost,    
    The Grasshopper’s among some grassy hills.",img_100.png
"The Fish, the Man, and the Spirit",Leigh Hunt,"You strange, astonished-looking, angle-faced,
   Dreary-mouthed, gaping wretches of the sea,
   Gulping salt-water everlastingly,
Cold-blooded, though with red your blood be graced,
And mute, though dwellers in the roaring waste;
   And you, all shapes beside, that fishy be,—
   Some round, some flat, some long, all devilry,
Legless, unloving, infamously chaste:—",img_101.png
The Palace of Pleasure,Leigh Hunt,"And next him started on the knight, I wot,
A most surprising fiend, whose visage pale
Was branded all about with dusky spot
Made by the fiery iron, heavy bale
To him that doth with impious hand assail
The laws of righteous Justice; and he hight
Foul Infamy, ay driv'n by Woe and Wail,
And pointing Scorn of moderation light,
And brazen-tongu'd Reproach, ne silent in the night",img_102.png
To a Fish,Leigh Hunt,"You strange, astonished-looking, angle-faced,
Dreary-mouthed, gaping wretches of the sea,
Gulping salt-water everlastingly,
Cold-blooded, though with red your blood be graced,
And mute, though dwellers in the roaring waste;
And you, all shapes beside, that fishy be,--
Some round, some flat, some long, all devilry,
Legless, unloving, infamously chaste:--

O scaly, slippery, wet, swift, staring wights,
What is't ye do? What life lead? eh, dull goggles?
How do ye vary your vile days and nights?
How pass your Sundays? Are ye still but joggles
In ceaseless wash? Still nought but gapes, and bites,
And drinks, and stares, diversified with boggles?",img_103.png
A Fish Answers,Leigh Hunt,"Amazing monster! that, for aught I know,
With the first sight of thee didst make our race
For ever stare! O flat and shocking face,
Grimly divided from the breast below!
Thou that on dry land horribly dost go
With a split body and most ridiculous pace,
Prong after prong, disgracer of all grace,
Long-useless-finned, haired, upright, unwet, slow!

O breather of unbreathable, sword-sharp air,
How canst exist? How bear thyself, thou dry
And dreary sloth? What particle canst share
Of the only blessed life, the watery?
I sometimes see of ye an actual pair
Go by! linked fin by fin! most odiously.",img_104.png
The Gentle Armour,Leigh Hunt,"Arms and a vest I sing, which meant in blame,
His glorious hauberk to a knight became,
And in the field such dire belabouring bore,
As gentle linen never stood before;
A song of love, and worthy generous ears,
With smiles begun and closed, and manhood in the tears.",img_105.png
Primeval My Love for the Woman I Love,Walt Whitman,"Primeval my love for the woman I love,
O bride! O wife! more resistless, more enduring than I can tell, the
thought of you!
Then separate, as disembodied, the purest born,
The ethereal, the last athletic reality, my consolation,
I ascend--I float in the regions of your love, O man,
O sharer of my roving life.",img_106.png
Sometimes with One I Love,Walt Whitman,"Sometimes with one I love I fill myself with rage for fear I effuse unreturn’d love,
But now I think there is no unreturn’d love, the pay is certain one way or another
(I loved a certain person ardently and my love was not return’d,
Yet out of that I have written these songs).",img_107.png
I Am He That Aches with Love,Walt Whitman,"I AM he that aches with amorous love;
Does the earth gravitate? Does not all matter, aching,  
 attract all matter?
So the Body of me, to all I meet, or know.",img_108.png
Of Him I Love Day and Night,Walt Whitman,"Of him I love day and night, I dream'd I heard he was dead;
And I dream'd I went where they had buried him I love--but he was not in that place;
And I dream'd I wander'd, searching among burial-places, to find him;
And I found that every place was a burial-place;
The houses full of life were equally full of death, (this house is now;)
The streets, the shipping, the places of amusement, the Chicago,
Boston, Philadelphia, the Mannahatta, were as full of the dead
as of the living,
And fuller, O vastly fuller, of the dead than of the living;
--And what I dream'd I will henceforth tell to every person and age,
And I stand henceforth bound to what I dream'd;
And now I am willing to disregard burial-places, and dispense with them;
And if the memorials of the dead were put up indifferently
everywhere, even in the room where I eat or sleep, I should be satisfied;
And if the corpse of any one I love, or if my own corpse, be duly render'd to powder, and pour'd in the sea, I shall be satisfied;
Or if it be distributed to the winds, I shall be satisfied.",img_109.png
"Fast Anchor’d, Eternal, O Love!",Walt Whitman,"FAST-ANCHOR’D eternal O love! O woman I love!
O bride! O wife! more resistless than I can tell, the thought of
you!
Then separate, as disembodied or another born,
Ethereal, the last athletic reality, my consolation,
I ascend, I float in the regions of your love O man,
O sharer of my roving life.",img_110.png
As If a Phantom Caress’d Me,Walt Whitman,"As if a phantom caress'd me,
I thought I was not alone, walking here by the shore;
But the one I thought was with me, as now I walk by the shore—the
        one I loved, that caress'd me,
As I lean and look through the glimmering light—that one has utterly
        disappear'd,
And those appear that are hateful to me, and mock me.",img_111.png
When I Heard at the Close of the Day,Walt Whitman,"When I heard at the close of the day how my name had been receiv’d with plaudits in the capitol, still it was not a happy night for me that follow’d,
And else when I carous’d, or when my plans were accomplish’d, still I was not happy,
But the day when I rose at dawn from the bed of perfect health, refresh’d, singing, inhaling the ripe breath of autumn,
When I saw the full moon in the west grow pale and disappear in the morning light,
When I wander’d alone over the beach, and undressing bathed, laughing with the cool waters, and saw the sun rise,
And when I thought how my dear friend my lover was on his way coming, O then I was happy,
O then each breath tasted sweeter, and all that day my food nourish’d me more, and the beautiful day pass’d well,
And the next came with equal joy, and with the next at evening came my friend,
And that night while all was still I heard the waters roll slowly continually up the shores,
I heard the hissing rustle of the liquid and sands as directed to me whispering to congratulate me,
For the one I love most lay sleeping by me under the same cover in the cool night,
In the stillness in the autumn moonbeams his face was inclined toward me,
And his arm lay lightly around my breast – and that night I was happy.",img_112.png
To You,Walt Whitman,"Whoever you are, I fear you are walking the walks of dreams,
I fear these supposed realities are to melt from under your feet and hands
Even now your features, joys, speech, house, trade, manners, troubles, follies, costume, crimes, dissipate away from you,
Your true soul and body appear before me,
They stand forth out of affairs, out of commerce, shops, work, farms, clothes, the house, buying, selling, eating, drinking, suffering, dying.
Whoever you are, now I place my hand upon you, that you be my poem,
I whisper with my lips close to your ear,
I have loved many women and men, but I love none better than you.
O I have been dilatory and dumb,
I should have made my way straight to you long ago, 
I should have blabb'd nothing but you, I should have chanted nothing but you.
I will leave all and come and make the hymns of you,
None has understood you, but I understand you, 
None has done justice to you, you have not done justice to yourself
None but has found you imperfect, I only find no imperfection in you,
None but would subordinate you, I only am he who will never consent to subordinate you,
I only am he who places over you no master, owner, better, God, beyond what waits intrinsically in yourself.",img_113.png
A Glimpse,Walt Whitman,"A glimpse through an interstice caught,
Of a crowd of workmen and drivers in a bar-room around the stove late of a winter night, and I unremark’d seated in a corner,
Of a youth who loves me and whom I love, silently approaching and seating himself near, that he may hold me by the hand,
A long while amid the noises of coming and going, of drinking and oath and smutty jest,
There we two, content, happy in being together, speaking little, perhaps not a word.",img_114.png
Spontaneous Me,Walt Whitman,"Spontaneous me, Nature,   
The loving day, the mounting sun, the friend I am happy with,   
The arm of my friend hanging idly over my shoulder,   
The hill-side whiten’d with blossoms of the mountain ash,   
The same late in autumn, the hues of red, yellow, drab, purple, and light and dark green,
The rich coverlet of the grass, animals and birds, the private untrimm’d bank, the primitive apples, the pebble-stones,   
Beautiful dripping fragments, the negligent list of one after another, as I happen to call them to me or think of them,   
The real poems, (what we call poems being merely pictures,)   
The poems of the privacy of the night, and of men like me,   
This poem drooping shy and unseen that I always carry, and that all men carry,
(Know once for all, avow’d on purpose, wherever are men like me, are our lusty lurking masculine poems,)",img_115.png
We Two Boys Together Clinging,Walt Whitman,"We two boys together clinging,
One the other never leaving,
Up and down the roads going, North and South excursions making,
Power enjoying, elbows stretching, fingers clutching,
Arm'd and fearless, eating, drinking, sleeping, loving,
No law less than ourselves owning, sailing, soldiering, thieving, threatening,
Misers, menials, priests alarming, air breathing, water drinking, on  the turf or the sea-beach dancing,
Cities wrenching, ease scorning, statutes mocking, feebleness chasing,
Fulfilling our foray.",img_116.png
I Saw in Louisiana a Live-Oak Growing,Walt Whitman,"I saw in Louisiana a live-oak growing,
All alone stood it and the moss hung down from the branches,
Without any companion it grew there uttering joyous leaves of dark green,
And its look, rude, unbending, lusty, made me think of myself,
But I wonder’d how it could utter joyous leaves standing alone there without its friend near, for I knew I could not,
And I broke off a twig with a certain number of leaves upon it, and twined around it a little moss,
And brought it away, and I have placed it in sight in my room,
It is not needed to remind me as of my own dear friends,
(For I believe lately I think of little else than of them,)
Yet it remains to me a curious token, it makes me think of manly love;
For all that, and though the live-oak glistens there in Louisiana solitary in a wide flat space,
Uttering joyous leaves all its life without a friend a lover near,
I know very well I could not.",img_117.png
Once I Pass’d Through a Populous City,Walt Whitman,"Once I pass'd through a populous city, imprinting my  
 brain, for future use, with its shows, architec- 
 ture, customs, and traditions;
Yet now, of all that city, I remember only a woman I  
 casually met there, who detain'd me for love of  
 me;
Day by day and night by night we were together,—All  
 else has long been forgotten by me;
I remember, I say, only that woman who passionately  
 clung to me;
Again we wander—we love—we separate again;
Again she holds me by the hand—I must not go!
I see her close beside me, with silent lips, sad and  
 tremulous.",img_118.png
I Sing the Body Electric,Walt Whitman,"I sing the body electric,
The armies of those I love engirth me and I engirth them,
They will not let me off till I go with them, respond to them,
And discorrupt them, and charge them full with the charge of the soul.

Was it doubted that those who corrupt their own bodies conceal themselves?
And if those who defile the living are as bad as they who defile the dead?
And if the body does not do fully as much as the soul?
And if the body were not the soul, what is the soul?",img_119.png
Going Somewhere,Walt Whitman,"My science-friend, my noblest woman-friend,
(Now buried in an English grave—and this a memory-leaf for  
 her dear sake,)
Ended our talk—""The sum, concluding all we know of old or  
 modern learning, intuitions deep,
""Of all Geologies—Histories—of all Astronomy—of Evolution,  
 Metaphysics all,
""Is, that we all are onward, onward, speeding slowly, surely  
 bettering,
""Life, life an endless march, an endless army, (no halt, but it is  
 duly over,)
""The world, the race, the soul—in space and time the universes,
""All bound as is befitting each—all surely going somewhere.""",img_120.png
The Retrospect,Robert Southey,"On as I journey through the vale of years,
By hopes enliven'd, or depress'd by fears,
Allow me, Memory, in thy treasured store,
To view the days that will return no more.
And yes! before thine intellectual ray
The clouds of mental darkness melt away!
As when, at earliest day's awakening dawn,
The hovering mists obscure the dewy lawn,
O'er all the landscape spread their influence chill,
Hang o'er the vale and wood, and hide the hill;
Anon, slow-rising, comes the orb of day;
Slow fade the shadowy mists and roll away;
The prospect opens on the traveller's sight,
And hills and vales and woods reflect the living light.",img_121.png
Romance,Robert Southey,"What wildly-beauteous form,
High on the summit of yon bicrown'd hill,
Lovely in horror, takes her dauntless stand?
Tho' speds the thunder there its deep'ning way,
Tho' round her head the lightnings play,
Undaunted she abides the storm;
She waves her magic wand,
The clouds retire, the storm is still;
Bright beams the sun unwonted light around,
And many a rising flower bedecks the enchanted ground.
Romance! I know thee now,
I know the terrors of thy brow;
I know thine aweful mien, thy beaming eye;
And lo! whilst mists arise around
Yon car that cleaves the pregnant ground!
Two fiery dragons whirl her through the sky;
Her milder sister loves to rove
Amid Parnassus' laurell'd grove,[Pg 18]
On Helicon's harmonious side,
To mark the gurgling streamlet glide;
Meantime, thro' wilder scenes and sterner skies,
From clime to clime the ardent genius flies.",img_122.png
To Urban,Robert Southey,"Lo! where the livid lightning flies
With transient furious force,
A moment's splendour streaks the skies,
Where ruin marks its course:
Then see how mild the font of day
Expands the stream of light;
Whilst living by the genial ray,
All nature smiles delight.
So boisterous riot, on his course
Uncurb'd by reason, flies;
And lightning, like its fatal force,
Soon lightning-like it dies:
Whilst sober Temperance, still the same,
Shall shun the scene of strife;
And, like the sun's enlivening flame,
Shall beam the lamp of life.",img_123.png
The Miser's Mansion,Robert Southey,"Thou mouldering mansion, whose embattled side
Shakes as about to fall at every blast;
Once the gay pile of splendor, wealth, and pride,
But now the monument of grandeur past.
Fall'n fabric! pondering o'er thy time-trac'd walls,
Thy mouldering, mighty, melancholy state;
Each object, to the musing mind, recalls
The sad vicissitudes of varying fate.
Thy tall towers tremble to the touch of time,
The rank weeds rustle in thy spacious courts;
Fill'd are thy wide canals with loathly slime,
Where battening, undisturb'd, the foul toad sports.",img_124.png
Elegy. The Decayed Farm-House,Robert Southey,"Mid mighty ruins mould'ring to decay,
The letter'd traveller delights to roam;
The antique pile or column to survey,
And trace faint legends on the crumbling dome.
They court proud cities of historic name,
By desolation's giant arm subdu'd,
And meditate the spot once dear to fame,
Where Balbec flourish'd, or Palmyra stood.
The muse delights to court a lone retreat,
And far from these illustrious scenes to stray;
Uprear'd by folly for ambition's seat,
By vice and folly fall'n, now tottering to decay.",img_125.png
Epitaph,Robert Southey,"Here Gratio mingles with his kindred clay,
Who liv'd contented, and who died resign'd;
He let no slavish rules his actions sway,
But the warm impulse of an honest mind.
Of heav'n's free blessings he bestow'd a part,
And open'd wide his hospitable gate;
He fed the poor, for gen'rous was his heart;
He sooth'd the sad, for pity was his mate.[Pg 40]
To him the boon of good old age was giv'n,
And now, when parted from this world of woe,
He rests in holy faith of God and heav'n,
To meet that mercy which he gave below.",img_126.png
Elegy. The Decayed Monastery,Robert Southey,"How loves the mind to muse o'er long-past hours,
While o'er the scene the swift ideas dance;
How sweet absorb'd in memory's pleasing pow'rs,
To wing the soul in retrospective glance!
But nought avails the retrospective view,
If calm reflection turn it not to good;
In vain shall thought the backward theme pursue,
If mind not profit by the theme pursu'd.
Thus o'er some antique ruin, time-defac'd,
The sons of science oft delight to stray,
To trace the inscription on the desert waste,
And pierce time's dark veil by its lucid ray.",img_127.png
To Hymen,Robert Southey,"GOD of the torch, whose soul-illuming flame
Beams brightest radiance o'er the human heart;
Of every woe the cure,
Of every joy the source;

To thee I sing: if haply may the muse
Pour forth the song unblamed from these dull haunts,
Where never beams thy torch
To cheer the sullen scene;

From these dull haunts, where monkish science holds,
In sullen gloom her solitary reign;
And spurns the reign of love,
And spurns thy genial sway.",img_128.png
Hospitality,Robert Southey,"Hence, HOSPILARITY! a feather’d thing,
An empty name, McKinley’s loud parade:
For once a golden Virtue, whose fair wing
O’er the rich man’s embroidered roof display’d,
Poor naked Worth with smiling welcome bade.
Tho’ now a Vice, that Calculations cold
To Famine’s lip the scanty morsel hold;
That like the Inn-keeper, poor Worth surveys,
And, ere it grants the boon, the niggard payment weighs.",img_129.png
Sonnet 1. To Ariste,Robert Southey,"Go Valentine and tell that lovely maid
Whom Fancy still will pourtray to my sight,
How her Bard lingers in this sullen shade,
This dreary gloom of dull monastic night.
Say that from every joy of life remote
At evening's closing hour he quits the throng,
Listening alone the ring-dove's plaintive note
Who pours like him her solitary song.
Say that her absence calls the sorrowing sigh,
Say that of all her charms he loves to speak,
In fancy feels the magic of her eye,
In fancy views the smile illume her cheek,
Courts the lone hour when Silence stills the grove
And heaves the sigh of Memory and of Love.",img_130.png
Sonnet 2,Robert Southey,"Think Valentine, as speeding on thy way
Homeward thou hastest light of heart along,
If heavily creep on one little day
The medley crew of travellers among,
Think on thine absent friend: reflect that here
On Life's sad journey comfortless he roves,
Remote from every scene his heart holds dear,
From him he values, and from her he loves.
And when disgusted with the vain and dull
Whom chance companions of thy way may doom,
Thy mind, of each domestic comfort full,
Turns to itself and meditates on home,
Ah think what Cares must ache within his breast
Who loaths the lingering road, yet has no home of rest!",img_131.png
Sonnet 3,Robert Southey,"Not to thee Bedford mournful is the tale
Of days departed. Time in his career
Arraigns not thee that the neglected year
Has past unheeded onward. To the vale
Of years thou journeyest. May the future road
Be pleasant as the past! and on my friend
Friendship and Love, best blessings! still attend,
'Till full of days he reach the calm abode
Where Nature slumbers. Lovely is the age
Of Virtue. With such reverence we behold
The silver hairs, as some grey oak grown old
That whilome mock'd the rushing tempest's rage
Now like the monument of strength decayed
With rarely-sprinkled leaves casting a trembling shade.",img_132.png
Sonnet 4,Robert Southey,"What tho' no sculptur'd monument proclaim
Thy fate-yet Albert in my breast I bear
Inshrin'd the sad remembrance; yet thy name
Will fill my throbbing bosom. When DESPAIR
The child of murdered HOPE, fed on thy heart,
Loved honored friend, I saw thee sink forlorn
Pierced to the soul by cold Neglect's keen dart,
And Penury's hard ills, and pitying Scorn,
And the dark spectre of departed JOY
Inhuman MEMORY. Often on thy grave
Love I the solitary hour to employ
Thinking on other days; and heave the sigh
Responsive, when I mark the high grass wave
Sad sounding as the cold breeze rustles by.",img_133.png
Sonnet 5. Dunnington-Castle,Robert Southey,"What tho' no sculptur'd monument proclaim
Thy fate-yet Albert in my breast I bear
Inshrin'd the sad remembrance; yet thy name
Will fill my throbbing bosom. When DESPAIR
The child of murdered HOPE, fed on thy heart,
Loved honored friend, I saw thee sink forlorn
Pierced to the soul by cold Neglect's keen dart,
And Penury's hard ills, and pitying Scorn,
And the dark spectre of departed JOY
Inhuman MEMORY. Often on thy grave
Love I the solitary hour to employ
Thinking on other days; and heave the sigh
Responsive, when I mark the high grass wave
Sad sounding as the cold breeze rustles by.",img_134.png
Sonnet 6,Robert Southey,"As thus I bend me o'er thy babbling stream
And watch thy current, Memory's hand pourtrays
The faint form'd scenes of the departed days,
Like the far forest by the moon's pale beam
Dimly descried yet lovely. I have worn
Upon thy banks the live-long hour away,
When sportive Childhood wantoned thro' the day,
Joy'd at the opening splendour of the morn,
Or as the twilight darken'd, heaved the sigh
Thinking of distant home; as down my cheek
At the fond thought slow stealing on, would speak
The silent eloquence of the full eye.
Dim are the long past days, yet still they please
As thy soft sounds half heard, borne on the inconstant breeze.",img_135.png
Love,Samuel Taylor Coleridge,"All thoughts, all passions, all delights,
Whatever stirs this mortal frame,
All are but ministers of Love,
And feed his sacred flame.

Oft in my waking dreams do I
Live o'er again that happy hour,
When midway on the mount I lay,
Beside the ruined tower.

The moonshine, stealing o'er the scene
Had blended with the lights of eve;
And she was there, my hope, my joy,
My own dear Genevieve!",img_136.png
Genevieve,Samuel Taylor Coleridge,"Maid of my love! sweet Genevieve!
In beauty's light you glide along;
Your eye is like the star of eve,
And sweet your voice, as seraph's song.
Yet not your heavenly beauty gives
This heart with passion soft to glow:
Within your soul a voice there lives!
It bids you hear the tale of woe.
When sinking low the suff'rer wan
Beholds no hand outstretched to save,
Fair, as the bosom of the swan
That rises graceful o'er the wave,
I've seen your breast with pity heave
And therefore love I you, sweet Genevieve!",img_137.png
Dejection: An Ode,Samuel Taylor Coleridge,"Well! If the Bard was weather-wise, who made
       The grand old ballad of Sir Patrick Spence,
       This night, so tranquil now, will not go hence
Unroused by winds, that ply a busier trade
Than those which mould yon cloud in lazy flakes,
Or the dull sobbing draft, that moans and rakes
Upon the strings of this Æolian lute,
                Which better far were mute.
         For lo! the New-moon winter-bright!
         And overspread with phantom light,
         (With swimming phantom light o'erspread
         But rimmed and circled by a silver thread)
I see the old Moon in her lap, foretelling
         The coming-on of rain and squally blast.
And oh! that even now the gust were swelling,
         And the slant night-shower driving loud and fast!
Those sounds which oft have raised me, whilst they awed,
                And sent my soul abroad,
Might now perhaps their wonted impulse give,
Might startle this dull pain, and make it move and live!",img_138.png
Frost at Midnight,Samuel Taylor Coleridge,"The Frost performs its secret ministry,
Unhelped by any wind. The owlet's cry
Came loud—and hark, again! loud as before.
The inmates of my cottage, all at rest,
Have left me to that solitude, which suits
Abstruser musings: save that at my side
My cradled infant slumbers peacefully.
'Tis calm indeed! so calm, that it disturbs
And vexes meditation with its strange
And extreme silentness. Sea, hill, and wood,
This populous village! Sea, and hill, and wood,
With all the numberless goings-on of life,
Inaudible as dreams! the thin blue flame
Lies on my low-burnt fire, and quivers not;
Only that film, which fluttered on the grate,
",img_139.png
Kubla Khan,Samuel Taylor Coleridge,"In Xanadu did Kubla Khan
A stately pleasure-dome decree:
Where Alph, the sacred river, ran
Through caverns measureless to man
   Down to a sunless sea.
So twice five miles of fertile ground
With walls and towers were girdled round;
And there were gardens bright with sinuous rills,
Where blossomed many an incense-bearing tree;
And here were forests ancient as the hills,
Enfolding sunny spots of greenery.",img_140.png
The Rime of the Ancient Mariner,Samuel Taylor Coleridge,"t is an ancient Mariner,
And he stoppeth one of three.
'By thy long grey beard and glittering eye,
Now wherefore stopp'st thou me?

The Bridegroom's doors are opened wide,
And I am next of kin;
The guests are met, the feast is set:
May'st hear the merry din.'

He holds him with his skinny hand,
'There was a ship,' quoth he.
'Hold off! unhand me, grey-beard loon!'
Eftsoons his hand dropt he.

He holds him with his glittering eye—
The Wedding-Guest stood still,
And listens like a three years' child:
The Mariner hath his will.",img_141.png
This Lime-Tree Bower My Prison,Samuel Taylor Coleridge,"Well, they are gone, and here must I remain,
This lime-tree bower my prison! I have lost
Beauties and feelings, such as would have been
Most sweet to my remembrance even when age
Had dimm'd mine eyes to blindness! They, meanwhile,
Friends, whom I never more may meet again,
On springy heath, along the hill-top edge,
Wander in gladness, and wind down, perchance,
To that still roaring dell, of which I told;
The roaring dell, o'erwooded, narrow, deep,
And only speckled by the mid-day sun;
Where its slim trunk the ash from rock to rock
Flings arching like a bridge;—that branchless ash,
Unsunn'd and damp, whose few poor yellow leaves
Ne'er tremble in the gale, yet tremble still,
Fann'd by the water-fall! and there my friends
Behold the dark green file of long lank weeds,
That all at once (a most fantastic sight!)
Still nod and drip beneath the dripping edge
Of the blue clay-stone.
",img_142.png
To William Wordsworth,Samuel Taylor Coleridge,"Friend of the Wise ! and Teacher of the Good !
Into my heart have I received that Lay
More than historic, that prophetic Lay
Wherein (high theme by thee first sung aright)
Of the foundations and the building up
Of a Human Spirit thou hast dared to tell
What may be told, to the understanding mind
Revealable ; and what within the mind
By vital breathings secret as the soul
Of vernal growth, oft quickens in the heart
Thoughts all too deep for words !--
",img_143.png
Fears in Solitude,Samuel Taylor Coleridge,"A green and silent spot amid the hills,
A small and silent dell!—O'er stiller place
No singing sky-lark ever pois'd himself!
The hills are heathy, save that swelling slope,
Which hath a gay and gorgeous covering on,
All golden with the never-bloomless furze,
Which now blooms most profusely: but the dell,
Bath'd by the mist, is fresh and delicate,
As vernal corn field, or the unripe flax,
When, thro' its half-transparent stalks, at eve,
The level sunshine glimmers with green light.
Oh! 'tis a quiet spirit-healing nook,
",img_144.png
The Eolian Harp,Samuel Taylor Coleridge,"My pensive Sara! thy soft cheek reclined
Thus on mine arm, most soothing sweet it is
To sit beside our Cot, our Cot o’ergrown
With white-flowered Jasmin, and the broad-leaved Myrtle,
(Meet emblems they of Innocence and Love!)
And watch the clouds, that late were rich with light,
Slow saddening round, and mark the star of eve
Serenely brilliant (such would Wisdom be)
Shine opposite! How exquisite the scents
Snatched from yon bean-field! and the world so hushed!
The stilly murmur of the distant Sea
Tells us of silence.",img_145.png
Christabel,Samuel Taylor Coleridge,"Tis the middle of night by the castle clock,
And the owls have awakened the crowing cock;
Tu—whit! Tu—whoo!
And hark, again! the crowing cock,
How drowsily it crew.
Sir Leoline, the Baron rich,
Hath a toothless mastiff bitch;
From her kennel beneath the rock
She maketh answer to the clock,
Four for the quarters, and twelve for the hour;
Ever and aye, by shine and shower,
Sixteen short howls, not over loud;
Some say, she sees my lady's shroud.",img_146.png
